,date,passport,Immigration,Travel Visa,Refugee,Conflict,War,Violence,Crisis,Militia,Genocide,Armed Forces,Civilian,Currency,Lottery,Economy,Bureau de change,Wage,Protest,Government,country,Coup dՎtat
582,2017-07-01,45,33,56.0,12.0,34,46,29,32,32.0,29.0,22.0,48.0,34,35.0,62,68.0,51,7,17,GB,0.0
583,2017-08-01,41,33,58.0,11.0,32,40,30,32,30.0,28.0,19.0,51.0,37,36.0,56,74.0,48,6,16,GB,7.0
584,2017-09-01,35,37,55.0,12.0,41,44,28,35,27.0,40.0,19.0,50.0,37,43.0,65,58.0,51,9,18,GB,0.0
585,2017-10-01,31,35,52.0,13.0,52,51,41,39,33.0,31.0,18.0,54.0,32,48.0,77,46.0,47,8,19,GB,0.0
586,2017-11-01,28,33,49.0,14.0,51,53,39,51,28.0,42.0,22.0,68.0,30,34.0,79,36.0,55,7,21,GB,0.0
587,2017-12-01,29,29,47.0,11.0,44,42,32,53,25.0,32.0,16.0,44.0,28,38.0,57,33.0,36,6,16,GB,0.0
588,2018-01-01,51,33,59.0,13.0,51,42,38,39,32.0,40.0,20.0,56.0,36,38.0,78,37.0,56,8,25,GB,5.0
589,2018-02-01,50,37,51.0,14.0,53,42,41,39,36.0,35.0,20.0,47.0,32,43.0,76,44.0,53,8,21,GB,0.0
590,2018-03-01,50,35,52.0,12.0,50,47,43,34,36.0,36.0,20.0,52.0,32,35.0,79,41.0,64,11,21,GB,8.0
591,2018-04-01,47,38,60.0,12.0,54,100,42,40,34.0,41.0,25.0,56.0,34,37.0,70,49.0,92,10,21,GB,0.0
592,2018-05-01,45,36,56.0,12.0,58,77,39,35,27.0,33.0,26.0,51.0,32,33.0,69,59.0,57,9,20,GB,0.0
593,2018-06-01,44,38,57.0,17.0,38,45,35,36,31.0,32.0,87.0,44.0,35,32.0,63,59.0,55,9,18,GB,0.0
594,2018-07-01,44,33,55.0,11.0,32,44,35,29,23.0,25.0,29.0,47.0,34,34.0,58,68.0,60,23,17,GB,0.0
595,2018-08-01,39,33,59.0,10.0,32,50,32,31,34.0,31.0,19.0,54.0,37,37.0,61,69.0,53,7,16,GB,0.0
596,2018-09-01,37,32,51.0,11.0,41,48,35,34,31.0,33.0,21.0,73.0,34,39.0,78,56.0,58,7,19,GB,0.0
597,2018-10-01,33,34,57.0,12.0,47,47,39,39,23.0,42.0,20.0,64.0,31,35.0,81,42.0,58,9,20,GB,8.0
598,2018-11-01,30,34,49.0,19.0,51,63,42,41,31.0,40.0,21.0,57.0,28,34.0,77,36.0,62,10,20,GB,0.0
599,2018-12-01,28,30,47.0,12.0,36,44,34,47,22.0,27.0,17.0,44.0,25,38.0,67,36.0,44,11,18,GB,0.0
600,2019-01-01,55,36,65.0,13.0,46,43,40,34,26.0,36.0,21.0,46.0,31,37.0,91,35.0,61,10,26,GB,4.0
601,2019-02-01,51,34,62.0,13.0,47,39,41,37,31.0,30.0,21.0,65.0,31,41.0,71,40.0,65,13,22,GB,0.0
602,2019-03-01,58,31,65.0,13.0,52,37,38,36,29.0,37.0,20.0,50.0,33,39.0,63,50.0,74,21,28,GB,0.0
603,2019-04-01,45,31,60.0,10.0,46,42,35,35,27.0,44.0,21.0,54.0,30,35.0,62,51.0,100,23,21,GB,4.0
604,2019-05-01,43,30,57.0,12.0,52,40,33,34,25.0,34.0,27.0,53.0,32,34.0,61,54.0,66,10,20,GB,4.0
605,2019-06-01,43,30,58.0,14.0,40,40,31,34,30.0,29.0,87.0,53.0,35,38.0,59,52.0,59,18,19,GB,0.0
606,2019-07-01,41,31,58.0,9.0,33,34,26,31,22.0,24.0,30.0,48.0,34,37.0,56,66.0,59,14,19,GB,10.0
607,2019-08-01,40,32,58.0,9.0,32,35,27,32,32.0,29.0,19.0,49.0,34,40.0,59,64.0,55,20,19,GB,10.0
608,2019-09-01,39,32,56.0,11.0,42,40,33,34,27.0,27.0,20.0,54.0,31,43.0,70,61.0,56,19,22,GB,0.0
609,2019-10-01,35,32,49.0,12.0,47,40,38,39,31.0,37.0,19.0,45.0,31,40.0,74,48.0,58,22,20,GB,0.0
610,2019-11-01,27,31,47.0,11.0,45,46,36,45,27.0,28.0,23.0,68.0,25,37.0,72,32.0,55,13,23,GB,0.0
611,2019-12-01,27,30,42.0,11.0,34,36,30,70,23.0,33.0,16.0,41.0,26,37.0,61,34.0,46,11,19,GB,10.0
612,2020-01-01,52,34,70.0,11.0,52,51,33,57,38.0,33.0,22.0,59.0,29,34.0,75,36.0,66,9,24,GB,0.0
613,2020-02-01,49,44,68.0,12.0,48,36,37,43,32.0,31.0,20.0,57.0,29,37.0,75,42.0,64,10,26,GB,9.0
614,2020-03-01,24,29,44.0,10.0,47,39,34,71,26.0,30.0,21.0,57.0,23,29.0,88,25.0,64,7,100,GB,0.0
615,2020-04-01,15,24,15.0,9.0,40,45,37,60,39.0,44.0,17.0,62.0,17,32.0,67,8.0,54,8,61,GB,7.0
616,2020-05-01,16,28,23.0,9.0,41,53,38,48,40.0,39.0,16.0,73.0,17,32.0,63,7.0,38,19,74,GB,6.0
617,2020-06-01,25,32,26.0,13.0,43,41,43,43,42.0,49.0,33.0,57.0,16,31.0,58,11.0,44,100,54,GB,0.0
618,2020-07-01,32,30,34.0,9.0,35,34,29,36,43.0,47.0,19.0,44.0,18,32.0,46,24.0,54,11,60,GB,14.0
619,2020-08-01,26,29,34.0,13.0,31,37,29,33,43.0,39.0,15.0,46.0,17,32.0,47,24.0,53,17,56,GB,0.0
620,2020-09-01,25,30,33.0,14.0,41,38,32,32,67.0,36.0,17.0,51.0,16,32.0,51,18.0,55,18,52,GB,0.0
621,2020-10-01,21,29,28.0,11.0,46,41,34,33,38.0,37.0,17.0,45.0,14,31.0,60,15.0,49,15,55,GB,0.0
622,2020-11-01,20,28,28.0,10.0,46,68,38,38,41.0,32.0,17.0,50.0,14,37.0,55,10.0,44,14,48,GB,0.0
623,2020-12-01,23,27,39.0,8.0,38,52,30,37,24.0,28.0,14.0,35.0,15,39.0,49,13.0,34,15,44,GB,0.0
624,2021-01-01,28,30,37.0,10.0,50,53,34,37,46.0,50.0,17.0,61.0,15,35.0,56,8.0,42,18,54,GB,0.0
625,2021-02-01,29,26,30.0,10.0,49,49,34,34,30.0,51.0,18.0,53.0,17,39.0,52,6.0,46,14,44,GB,0.0
626,2021-03-01,31,27,29.0,10.0,51,41,40,53,22.0,38.0,22.0,50.0,17,36.0,49,8.0,67,32,44,GB,0.0
627,2021-04-01,32,25,28.0,9.0,42,37,34,31,26.0,48.0,17.0,54.0,16,37.0,45,9.0,73,20,42,GB,0.0
628,2021-05-01,34,31,38.0,10.0,82,40,36,35,28.0,59.0,18.0,55.0,15,34.0,42,11.0,64,29,37,GB,4.0
629,2021-06-01,37,28,39.0,12.0,38,33,28,28,24.0,35.0,36.0,51.0,14,34.0,37,11.0,63,16,36,GB,0.0
630,2021-07-01,53,24,49.0,13.0,30,39,36,29,25.0,30.0,16.0,46.0,15,32.0,35,17.0,58,13,35,GB,9.0
631,2021-08-01,52,25,56.0,22.0,26,38,22,31,18.0,27.0,16.0,45.0,16,34.0,35,23.0,57,12,32,GB,0.0
632,2021-09-01,63,31,54.0,14.0,37,36,29,57,21.0,26.0,18.0,56.0,18,32.0,45,27.0,60,20,34,GB,7.0
633,2021-10-01,63,28,61.0,13.0,41,34,38,44,21.0,28.0,18.0,44.0,21,41.0,50,20.0,76,16,31,GB,0.0
634,2021-11-01,56,30,59.0,15.0,52,37,33,43,25.0,26.0,17.0,43.0,18,32.0,52,18.0,57,15,31,GB,0.0
635,2021-12-01,56,29,47.0,12.0,39,35,30,43,21.0,35.0,15.0,38.0,15,33.0,42,14.0,41,13,38,GB,0.0
636,2022-01-01,65,33,81.0,13.0,54,46,37,46,29.0,40.0,20.0,64.0,20,30.0,61,18.0,63,14,40,GB,5.0
637,2022-02-01,65,31,95.0,16.0,82,87,34,64,40.0,75.0,30.0,92.0,23,28.0,76,28.0,68,19,34,GB,0.0
638,2022-03-01,73,31,94.0,70.0,88,77,40,63,35.0,84.0,26.0,92.0,26,27.0,100,28.0,78,15,36,GB,7.0
639,2022-04-01,91,33,100.0,24.0,58,53,37,50,39.0,100.0,23.0,60.0,25,30.0,82,47.0,74,13,32,GB,0.0
640,2022-05-01,100,32,97.0,21.0,67,45,44,55,29.0,39.0,25.0,55.0,26,30.0,84,57.0,59,10,33,GB,0.0
641,2022-06-01,74,33,92.0,21.0,50,44,32,47,31.0,39.0,76.0,51.0,27,33.0,70,57.0,58,16,34,GB,0.0
642,2022-07-01,67,32,93.0,13.0,39,43,28,41,23.0,28.0,24.0,45.0,29,39.0,59,59.0,56,21,37,GB,6.0
643,2022-08-01,60,33,94.0,12.0,38,42,28,60,28.0,23.0,17.0,51.0,28,30.0,68,59.0,60,10,30,GB,0.0
644,2022-09-01,46,36,86.0,13.0,53,50,33,65,27.0,32.0,26.0,63.0,32,33.0,88,54.0,61,14,39,GB,0.0
645,2022-10-01,40,36,82.0,14.0,60,53,33,65,29.0,30.0,18.0,52.0,28,30.0,90,39.0,55,16,39,GB,8.0
646,2022-11-01,38,39,70.0,18.0,58,70,38,59,26.0,33.0,20.0,50.0,24,29.0,86,28.0,64,16,33,GB,0.0
647,2022-12-01,33,32,72.0,14.0,49,54,32,100,26.0,29.0,15.0,47.0,21,33.0,70,27.0,45,8,26,GB,0.0
648,2005-01-01,50,46,62.0,18.0,74,60,57,40,13.0,42.0,79.0,86.0,91,28.0,50,0.0,41,4,54,US,93.0
649,2005-02-01,47,47,70.0,16.0,77,67,72,44,15.0,56.0,76.0,84.0,96,21.0,59,48.0,37,3,51,US,0.0
650,2005-03-01,48,45,58.0,20.0,82,69,75,45,15.0,57.0,91.0,82.0,95,23.0,60,0.0,41,4,50,US,0.0
651,2005-04-01,52,46,77.0,17.0,94,80,91,56,15.0,86.0,80.0,89.0,96,30.0,68,0.0,45,4,50,US,0.0
652,2005-05-01,52,45,70.0,19.0,82,89,71,59,16.0,86.0,100.0,83.0,100,30.0,66,64.0,42,4,46,US,0.0
653,2005-06-01,53,44,81.0,17.0,59,53,48,36,10.0,40.0,84.0,77.0,100,26.0,41,0.0,42,3,41,US,0.0
654,2005-07-01,48,38,83.0,15.0,51,46,40,33,13.0,24.0,74.0,75.0,94,30.0,33,0.0,37,2,39,US,0.0
655,2005-08-01,47,43,64.0,14.0,51,37,37,31,14.0,18.0,81.0,82.0,87,27.0,43,0.0,36,3,38,US,97.0
656,2005-09-01,40,39,52.0,50.0,64,49,71,40,14.0,30.0,67.0,76.0,81,32.0,64,0.0,38,5,47,US,0.0
657,2005-10-01,38,50,79.0,17.0,82,55,100,47,14.0,37.0,73.0,67.0,83,40.0,60,73.0,40,3,44,US,0.0
658,2005-11-01,40,43,62.0,17.0,80,58,86,44,15.0,43.0,64.0,71.0,81,33.0,60,0.0,36,4,42,US,0.0
659,2005-12-01,42,42,56.0,13.0,70,51,66,39,13.0,37.0,67.0,70.0,77,27.0,51,0.0,33,3,38,US,0.0
660,2006-01-01,60,43,64.0,15.0,62,53,56,38,16.0,37.0,70.0,69.0,84,28.0,46,64.0,43,3,44,US,100.0
661,2006-02-01,55,41,77.0,16.0,71,60,72,42,12.0,49.0,67.0,69.0,80,39.0,52,0.0,39,4,43,US,0.0
662,2006-03-01,59,65,70.0,17.0,69,64,73,44,12.0,60.0,69.0,78.0,83,29.0,51,0.0,41,6,43,US,0.0
663,2006-04-01,53,100,65.0,17.0,77,64,75,53,11.0,83.0,75.0,73.0,83,38.0,60,0.0,47,7,41,US,0.0
664,2006-05-01,54,91,77.0,15.0,72,71,64,51,14.0,85.0,79.0,72.0,86,23.0,58,100.0,44,6,41,US,0.0
665,2006-06-01,54,48,71.0,17.0,52,41,42,36,9.0,30.0,70.0,70.0,82,27.0,36,0.0,48,3,35,US,0.0
666,2006-07-01,53,39,68.0,15.0,55,37,35,35,12.0,16.0,67.0,67.0,78,28.0,32,0.0,42,3,31,US,0.0
667,2006-08-01,48,40,72.0,13.0,52,34,32,29,11.0,15.0,68.0,65.0,74,28.0,34,0.0,42,2,33,US,0.0
668,2006-09-01,45,45,62.0,13.0,62,43,47,34,11.0,29.0,66.0,66.0,72,32.0,43,0.0,43,3,38,US,0.0
669,2006-10-01,45,48,59.0,15.0,68,49,71,38,11.0,46.0,60.0,68.0,68,26.0,46,0.0,45,4,40,US,46.0
670,2006-11-01,45,51,56.0,15.0,70,67,64,38,11.0,46.0,71.0,63.0,67,25.0,46,0.0,53,3,37,US,0.0
671,2006-12-01,51,41,61.0,16.0,65,57,53,36,10.0,46.0,68.0,61.0,65,27.0,41,35.0,40,2,31,US,0.0
672,2007-01-01,88,45,65.0,16.0,59,51,43,32,11.0,40.0,67.0,71.0,67,34.0,37,0.0,61,3,36,US,42.0
673,2007-02-01,73,49,52.0,19.0,65,54,51,34,9.0,42.0,67.0,65.0,67,32.0,46,0.0,48,3,36,US,0.0
674,2007-03-01,84,53,75.0,19.0,66,60,53,39,11.0,55.0,62.0,65.0,74,45.0,41,0.0,40,4,35,US,48.0
675,2007-04-01,78,57,73.0,20.0,72,62,66,43,13.0,68.0,71.0,64.0,71,29.0,44,26.0,44,3,36,US,97.0
676,2007-05-01,84,69,83.0,20.0,73,65,55,44,13.0,66.0,93.0,72.0,71,28.0,54,0.0,44,4,35,US,0.0
677,2007-06-01,100,72,81.0,20.0,57,39,39,32,9.0,29.0,63.0,60.0,72,28.0,35,0.0,49,2,30,US,0.0
678,2007-07-01,82,52,79.0,15.0,58,33,36,30,10.0,17.0,62.0,69.0,76,35.0,30,39.0,54,2,30,US,0.0
679,2007-08-01,63,41,76.0,14.0,57,35,33,34,10.0,15.0,56.0,67.0,67,46.0,31,39.0,42,2,30,US,0.0
680,2007-09-01,50,42,72.0,18.0,88,45,44,42,11.0,25.0,61.0,66.0,69,32.0,43,0.0,39,4,36,US,0.0
681,2007-10-01,50,48,62.0,18.0,85,49,59,43,13.0,61.0,60.0,64.0,69,26.0,47,0.0,42,3,36,US,76.0
682,2007-11-01,45,48,62.0,20.0,82,51,60,44,15.0,44.0,73.0,60.0,69,28.0,52,0.0,38,3,33,US,0.0
683,2007-12-01,45,38,51.0,18.0,76,49,44,44,14.0,37.0,75.0,55.0,62,32.0,45,41.0,37,3,30,US,0.0
684,2008-01-01,66,41,66.0,21.0,67,47,39,40,16.0,34.0,58.0,65.0,68,28.0,54,62.0,45,3,35,US,0.0
685,2008-02-01,60,45,69.0,20.0,74,52,47,46,16.0,48.0,54.0,65.0,63,35.0,59,0.0,39,4,37,US,77.0
686,2008-03-01,62,41,75.0,19.0,69,55,49,61,20.0,47.0,57.0,70.0,73,35.0,70,53.0,40,4,36,US,60.0
687,2008-04-01,52,42,71.0,20.0,73,57,64,77,18.0,65.0,65.0,69.0,68,29.0,75,20.0,45,5,38,US,0.0
688,2008-05-01,50,38,67.0,17.0,61,60,43,62,15.0,60.0,84.0,63.0,67,32.0,75,0.0,45,4,37,US,0.0
689,2008-06-01,49,30,64.0,17.0,51,38,35,43,16.0,24.0,58.0,59.0,61,29.0,53,0.0,47,2,30,US,0.0
690,2008-07-01,48,29,67.0,15.0,49,35,34,43,16.0,16.0,56.0,60.0,62,31.0,46,28.0,52,2,30,US,29.0
691,2008-08-01,44,27,58.0,13.0,63,36,28,36,14.0,15.0,55.0,59.0,58,28.0,38,35.0,42,3,29,US,62.0
692,2008-09-01,37,34,60.0,16.0,64,43,38,86,16.0,22.0,55.0,56.0,67,29.0,84,34.0,41,3,38,US,43.0
693,2008-10-01,37,38,49.0,15.0,67,50,53,100,20.0,35.0,60.0,66.0,83,26.0,100,0.0,42,3,40,US,28.0
694,2008-11-01,35,35,50.0,17.0,66,66,53,78,23.0,44.0,64.0,100.0,75,28.0,76,19.0,36,5,35,US,38.0
695,2008-12-01,38,30,55.0,15.0,61,57,43,61,24.0,43.0,72.0,59.0,70,34.0,71,37.0,33,3,33,US,28.0
696,2009-01-01,54,32,60.0,15.0,64,51,35,59,20.0,36.0,69.0,70.0,67,34.0,67,19.0,44,4,36,US,0.0
697,2009-02-01,52,35,61.0,16.0,66,58,50,73,21.0,40.0,68.0,67.0,69,32.0,81,40.0,37,3,42,US,32.0
698,2009-03-01,60,37,63.0,16.0,66,56,62,72,23.0,49.0,64.0,77.0,75,33.0,79,0.0,41,4,39,US,0.0
699,2009-04-01,52,37,64.0,16.0,61,57,58,70,18.0,63.0,65.0,69.0,65,33.0,70,41.0,44,5,36,US,0.0
700,2009-05-01,53,34,70.0,15.0,65,59,46,61,16.0,59.0,82.0,65.0,65,34.0,63,24.0,45,4,34,US,0.0
701,2009-06-01,61,30,70.0,16.0,50,38,33,45,16.0,27.0,59.0,60.0,61,29.0,47,29.0,51,4,32,US,0.0
702,2009-07-01,51,30,70.0,13.0,42,33,32,39,16.0,15.0,62.0,64.0,56,31.0,43,13.0,59,2,32,US,0.0
703,2009-08-01,46,27,60.0,12.0,47,33,30,35,19.0,13.0,57.0,75.0,53,48.0,39,0.0,45,3,31,US,0.0
704,2009-09-01,41,31,58.0,14.0,58,41,38,45,16.0,24.0,55.0,66.0,52,31.0,55,0.0,41,5,38,US,0.0
705,2009-10-01,39,34,59.0,15.0,68,45,57,50,18.0,32.0,60.0,66.0,51,33.0,57,48.0,41,3,36,US,0.0
706,2009-11-01,39,34,55.0,15.0,65,49,60,51,21.0,36.0,58.0,74.0,51,29.0,55,32.0,36,3,34,US,30.0
707,2009-12-01,37,31,51.0,14.0,58,48,44,44,17.0,34.0,68.0,61.0,47,31.0,47,27.0,32,3,31,US,0.0
708,2010-01-01,54,33,53.0,15.0,53,44,34,42,16.0,32.0,59.0,67.0,49,31.0,45,23.0,44,2,33,US,0.0
709,2010-02-01,53,32,59.0,15.0,60,47,44,52,16.0,35.0,55.0,65.0,52,30.0,54,29.0,37,3,38,US,0.0
710,2010-03-01,55,38,61.0,14.0,63,56,57,50,41.0,52.0,57.0,68.0,53,31.0,55,48.0,43,4,35,US,0.0
711,2010-04-01,53,55,57.0,16.0,72,57,61,59,29.0,54.0,59.0,70.0,51,34.0,57,26.0,46,4,34,US,0.0
712,2010-05-01,47,70,64.0,15.0,62,59,50,62,16.0,55.0,78.0,64.0,61,36.0,55,23.0,46,5,32,US,43.0
713,2010-06-01,50,38,69.0,13.0,51,40,33,42,15.0,23.0,53.0,62.0,50,30.0,37,35.0,46,3,26,US,0.0
714,2010-07-01,52,42,60.0,11.0,38,32,29,31,16.0,13.0,53.0,58.0,45,31.0,30,46.0,45,2,23,US,0.0
715,2010-08-01,44,31,58.0,11.0,41,31,28,31,13.0,12.0,50.0,57.0,43,34.0,36,20.0,39,2,24,US,0.0
716,2010-09-01,39,32,56.0,12.0,52,38,36,38,13.0,21.0,50.0,55.0,45,32.0,47,20.0,38,2,28,US,35.0
717,2010-10-01,37,31,54.0,13.0,58,38,49,45,15.0,26.0,50.0,53.0,47,33.0,52,27.0,39,3,29,US,19.0
718,2010-11-01,35,31,45.0,12.0,53,43,49,48,15.0,28.0,60.0,50.0,46,32.0,48,78.0,38,3,29,US,0.0
719,2010-12-01,37,26,48.0,12.0,49,40,37,41,17.0,28.0,59.0,50.0,43,34.0,42,39.0,34,2,24,US,0.0
720,2011-01-01,53,29,52.0,11.0,52,41,43,44,19.0,29.0,56.0,56.0,46,52.0,45,13.0,45,3,30,US,0.0
721,2011-02-01,55,31,49.0,13.0,67,44,47,50,19.0,33.0,59.0,60.0,46,40.0,53,29.0,44,7,33,US,31.0
722,2011-03-01,57,32,53.0,14.0,64,47,49,72,17.0,44.0,61.0,66.0,49,48.0,55,27.0,46,5,32,US,25.0
723,2011-04-01,54,32,57.0,14.0,62,52,51,58,16.0,46.0,57.0,58.0,47,42.0,56,21.0,48,4,53,US,17.0
724,2011-05-01,51,32,61.0,13.0,62,51,42,53,14.0,42.0,74.0,60.0,50,39.0,54,20.0,50,3,27,US,0.0
725,2011-06-01,53,29,57.0,13.0,43,38,32,39,16.0,24.0,59.0,55.0,46,41.0,42,9.0,52,3,24,US,0.0
726,2011-07-01,52,25,56.0,12.0,36,32,28,42,17.0,15.0,57.0,55.0,47,42.0,38,15.0,46,2,23,US,34.0
727,2011-08-01,47,26,55.0,11.0,41,29,30,39,15.0,14.0,51.0,52.0,45,41.0,44,20.0,44,3,23,US,15.0
728,2011-09-01,41,28,52.0,12.0,60,46,37,41,16.0,20.0,52.0,52.0,47,40.0,53,26.0,45,4,28,US,96.0
729,2011-10-01,38,33,45.0,12.0,64,45,49,45,18.0,25.0,49.0,48.0,44,41.0,57,21.0,45,10,28,US,21.0
730,2011-11-01,38,29,49.0,12.0,62,44,49,49,21.0,29.0,59.0,50.0,42,43.0,56,21.0,44,6,27,US,0.0
731,2011-12-01,40,24,43.0,10.0,55,44,39,43,20.0,27.0,67.0,48.0,43,48.0,45,14.0,41,3,24,US,0.0
732,2012-01-01,53,28,49.0,11.0,53,43,36,41,18.0,30.0,52.0,52.0,43,46.0,49,8.0,54,4,27,US,0.0
733,2012-02-01,52,27,53.0,12.0,58,46,43,42,17.0,32.0,56.0,52.0,40,49.0,53,24.0,46,3,27,US,0.0
734,2012-03-01,49,25,52.0,12.0,57,41,42,41,19.0,42.0,52.0,54.0,40,80.0,51,0.0,45,3,26,US,0.0
735,2012-04-01,46,28,51.0,13.0,65,45,48,50,15.0,42.0,52.0,53.0,38,51.0,55,7.0,50,3,27,US,15.0
736,2012-05-01,44,25,58.0,11.0,56,46,41,47,15.0,40.0,71.0,50.0,44,43.0,53,18.0,53,5,26,US,0.0
737,2012-06-01,45,30,53.0,11.0,37,32,29,37,16.0,20.0,49.0,49.0,39,43.0,39,18.0,52,2,20,US,0.0
738,2012-07-01,45,20,54.0,9.0,36,27,32,32,17.0,15.0,50.0,49.0,37,39.0,34,19.0,47,3,19,US,0.0
739,2012-08-01,41,23,49.0,9.0,46,30,36,32,17.0,15.0,45.0,50.0,37,42.0,38,14.0,44,3,22,US,48.0
740,2012-09-01,35,22,45.0,11.0,65,32,38,36,17.0,19.0,46.0,50.0,34,41.0,56,0.0,47,3,29,US,0.0
741,2012-10-01,36,26,44.0,11.0,64,36,47,46,21.0,23.0,46.0,49.0,37,42.0,59,14.0,43,3,30,US,24.0
742,2012-11-01,34,27,45.0,12.0,73,41,41,44,22.0,25.0,54.0,47.0,34,60.0,56,16.0,43,3,28,US,40.0
743,2012-12-01,33,22,41.0,10.0,54,39,52,35,26.0,27.0,54.0,47.0,32,47.0,42,10.0,37,3,24,US,12.0
744,2013-01-01,49,34,53.0,12.0,55,38,48,43,32.0,24.0,46.0,52.0,36,45.0,45,22.0,59,2,27,US,0.0
745,2013-02-01,44,37,46.0,12.0,59,44,52,43,22.0,31.0,45.0,54.0,36,42.0,52,17.0,65,2,27,US,0.0
746,2013-03-01,47,34,51.0,12.0,62,51,48,45,18.0,31.0,44.0,51.0,36,46.0,49,29.0,57,3,25,US,11.0
747,2013-04-01,45,46,54.0,13.0,65,50,50,51,19.0,47.0,47.0,50.0,35,45.0,55,25.0,56,3,26,US,13.0
748,2013-05-01,43,40,55.0,11.0,63,48,42,45,16.0,38.0,68.0,41.0,38,58.0,51,17.0,55,4,25,US,16.0
749,2013-06-01,45,45,53.0,10.0,41,42,30,33,13.0,21.0,41.0,42.0,35,45.0,33,20.0,54,3,19,US,40.0
750,2013-07-01,44,38,52.0,9.0,41,33,32,32,12.0,15.0,42.0,42.0,37,46.0,32,21.0,59,4,17,US,31.0
751,2013-08-01,40,29,52.0,10.0,51,32,30,32,12.0,15.0,38.0,43.0,37,52.0,34,11.0,54,2,20,US,21.0
752,2013-09-01,37,31,49.0,13.0,77,42,39,39,14.0,22.0,38.0,43.0,33,49.0,51,14.0,57,2,37,US,0.0
753,2013-10-01,36,36,47.0,14.0,69,37,45,42,16.0,22.0,38.0,42.0,33,41.0,52,0.0,51,4,100,US,0.0
754,2013-11-01,35,34,44.0,12.0,63,36,41,41,17.0,25.0,50.0,41.0,34,45.0,46,18.0,54,3,26,US,22.0
755,2013-12-01,37,28,48.0,11.0,58,37,36,36,16.0,25.0,49.0,41.0,33,61.0,42,27.0,59,2,24,US,23.0
756,2014-01-01,49,32,58.0,11.0,55,36,34,35,14.0,25.0,40.0,46.0,35,43.0,43,7.0,80,2,27,US,17.0
757,2014-02-01,47,35,56.0,14.0,62,38,39,41,15.0,34.0,42.0,43.0,35,46.0,51,6.0,66,3,28,US,16.0
758,2014-03-01,51,31,56.0,12.0,67,40,41,62,15.0,34.0,42.0,53.0,37,50.0,49,7.0,61,3,26,US,28.0
759,2014-04-01,46,29,55.0,13.0,65,39,45,59,25.0,57.0,42.0,49.0,36,42.0,52,25.0,66,4,25,US,0.0
760,2014-05-01,49,31,60.0,12.0,64,47,40,60,17.0,49.0,66.0,45.0,39,44.0,52,8.0,77,3,24,US,17.0
761,2014-06-01,50,29,59.0,12.0,45,33,34,43,13.0,21.0,37.0,40.0,36,41.0,35,5.0,73,2,19,US,0.0
762,2014-07-01,48,35,61.0,17.0,63,29,34,39,15.0,19.0,35.0,48.0,35,39.0,32,14.0,59,3,18,US,0.0
763,2014-08-01,44,29,53.0,12.0,55,33,32,34,14.0,27.0,37.0,42.0,31,43.0,34,31.0,54,4,19,US,0.0
764,2014-09-01,41,30,50.0,13.0,72,36,60,38,16.0,21.0,39.0,44.0,34,43.0,53,22.0,62,3,27,US,30.0
765,2014-10-01,38,28,49.0,14.0,71,37,55,41,15.0,23.0,39.0,40.0,32,42.0,54,21.0,60,4,30,US,21.0
766,2014-11-01,36,62,48.0,13.0,66,39,50,39,15.0,27.0,47.0,38.0,32,43.0,49,14.0,59,8,24,US,20.0
767,2014-12-01,40,28,45.0,11.0,59,40,42,40,14.0,26.0,43.0,42.0,35,42.0,48,17.0,53,9,24,US,0.0
768,2015-01-01,53,28,58.0,13.0,56,43,38,33,14.0,29.0,48.0,44.0,39,46.0,48,14.0,71,3,25,US,13.0
769,2015-02-01,47,31,54.0,13.0,64,44,48,39,13.0,32.0,39.0,45.0,37,52.0,52,18.0,60,2,27,US,15.0
770,2015-03-01,56,29,59.0,14.0,68,44,45,45,13.0,41.0,41.0,46.0,41,41.0,52,23.0,71,3,27,US,25.0
771,2015-04-01,52,27,62.0,16.0,71,48,51,49,13.0,100.0,43.0,47.0,38,39.0,53,16.0,73,6,26,US,9.0
772,2015-05-01,51,27,59.0,15.0,63,52,44,46,12.0,49.0,65.0,43.0,38,44.0,48,17.0,68,5,23,US,27.0
773,2015-06-01,55,21,62.0,12.0,45,37,38,38,12.0,25.0,38.0,41.0,38,42.0,37,8.0,69,2,20,US,23.0
774,2015-07-01,57,24,61.0,11.0,39,34,37,41,15.0,18.0,38.0,40.0,40,43.0,35,18.0,77,2,18,US,0.0
775,2015-08-01,50,24,59.0,13.0,46,36,31,33,15.0,19.0,32.0,40.0,39,41.0,41,38.0,65,2,19,US,15.0
776,2015-09-01,43,28,54.0,73.0,75,48,40,55,15.0,29.0,34.0,42.0,35,41.0,57,35.0,63,2,34,US,10.0
777,2015-10-01,42,28,49.0,35.0,77,42,60,55,18.0,32.0,35.0,41.0,34,40.0,55,24.0,59,3,28,US,13.0
778,2015-11-01,41,28,52.0,100.0,71,52,55,59,17.0,40.0,51.0,45.0,32,38.0,50,16.0,62,6,26,US,28.0
779,2015-12-01,44,25,59.0,39.0,58,44,49,43,19.0,37.0,49.0,44.0,33,41.0,46,24.0,57,3,23,US,14.0
780,2016-01-01,56,28,54.0,29.0,60,43,41,49,100.0,32.0,34.0,43.0,31,100.0,52,14.0,71,3,27,US,28.0
781,2016-02-01,56,28,53.0,27.0,73,48,53,53,21.0,37.0,35.0,42.0,32,45.0,60,38.0,65,4,28,US,14.0
