,date,passport,Immigration,Travel Visa,Refugee,Conflict,War,Violence,Crisis,Militia,Genocide,Armed Forces,Civilian,Currency,Lottery,Economy,Wage,Protest,Government,country,Bureau de change,Coup dՎtat
2373,2022-10-01,50.0,19.0,3.0,8.0,17.0,77.0,8.0,32.0,7.0,14.0,5.0,5.0,29.0,45.0,92.0,14.0,39.0,33.0,AT,,
2374,2022-11-01,53.0,21.0,7.0,11.0,17.0,95.0,14.0,33.0,5.0,11.0,2.0,7.0,26.0,39.0,85.0,15.0,52.0,40.0,AT,,
2375,2022-12-01,67.0,17.0,14.0,8.0,10.0,91.0,9.0,74.0,4.0,7.0,0.0,0.0,27.0,19.0,82.0,15.0,36.0,44.0,AT,,
2376,2005-01-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,58.0,AZ,,
2377,2005-02-01,65.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,AZ,,
2378,2005-03-01,0.0,0.0,53.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2379,2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,56.0,82.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2380,2005-05-01,0.0,0.0,0.0,100.0,0.0,42.0,100.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2381,2005-06-01,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,AZ,,
2382,2005-07-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,100.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2383,2005-08-01,0.0,41.0,0.0,0.0,100.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,50.0,0.0,0.0,100.0,0.0,0.0,AZ,,
2384,2005-09-01,0.0,0.0,0.0,87.0,0.0,68.0,0.0,0.0,100.0,0.0,0.0,100.0,34.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2385,2005-10-01,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,58.0,AZ,,
2386,2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,AZ,,
2387,2005-12-01,0.0,41.0,0.0,38.0,0.0,0.0,0.0,63.0,0.0,100.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2388,2006-01-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2389,2006-02-01,0.0,0.0,0.0,37.0,77.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,51.0,0.0,0.0,57.0,0.0,0.0,AZ,,
2390,2006-03-01,22.0,18.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,47.0,0.0,0.0,0.0,100.0,0.0,AZ,,
2391,2006-04-01,30.0,30.0,0.0,0.0,46.0,74.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,32.0,AZ,,
2392,2006-05-01,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,35.0,34.0,0.0,0.0,22.0,AZ,,
2393,2006-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,34.0,85.0,0.0,43.0,0.0,AZ,,
2394,2006-07-01,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,AZ,,
2395,2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,AZ,,
2396,2006-09-01,0.0,19.0,22.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2397,2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,0.0,0.0,42.0,0.0,AZ,,
2398,2006-11-01,53.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,44.0,0.0,0.0,0.0,16.0,25.0,57.0,0.0,0.0,0.0,AZ,,
2399,2006-12-01,0.0,18.0,0.0,0.0,25.0,100.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,AZ,,
2400,2007-01-01,37.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,46.0,0.0,0.0,0.0,AZ,,
2401,2007-02-01,0.0,26.0,17.0,0.0,29.0,16.0,0.0,0.0,31.0,46.0,0.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,AZ,,
2402,2007-03-01,0.0,0.0,16.0,0.0,17.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,13.0,22.0,0.0,0.0,0.0,29.0,AZ,,
2403,2007-04-01,0.0,11.0,0.0,0.0,0.0,22.0,19.0,22.0,0.0,68.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2404,2007-05-01,26.0,12.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,36.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,AZ,,
2405,2007-06-01,9.0,25.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,74.0,0.0,13.0,AZ,,
2406,2007-07-01,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,53.0,12.0,0.0,19.0,14.0,40.0,0.0,33.0,0.0,AZ,,
2407,2007-08-01,0.0,0.0,25.0,35.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,8.0,25.0,0.0,0.0,0.0,0.0,AZ,,
2408,2007-09-01,0.0,0.0,0.0,0.0,0.0,37.0,0.0,34.0,0.0,0.0,0.0,0.0,28.0,0.0,22.0,0.0,43.0,0.0,AZ,,
2409,2007-10-01,0.0,9.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,23.0,0.0,AZ,,
2410,2007-11-01,0.0,0.0,0.0,0.0,0.0,59.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,19.0,0.0,0.0,18.0,0.0,AZ,,
2411,2007-12-01,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,23.0,AZ,,
2412,2008-01-01,0.0,8.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,14.0,AZ,,
2413,2008-02-01,0.0,0.0,17.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0,36.0,19.0,0.0,AZ,,
2414,2008-03-01,0.0,0.0,0.0,25.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,21.0,AZ,,
2415,2008-04-01,13.0,0.0,8.0,11.0,15.0,38.0,0.0,0.0,11.0,0.0,0.0,5.0,14.0,9.0,14.0,0.0,0.0,9.0,AZ,,
2416,2008-05-01,0.0,6.0,0.0,0.0,7.0,17.0,0.0,8.0,0.0,0.0,0.0,0.0,13.0,18.0,24.0,0.0,0.0,0.0,AZ,,
2417,2008-06-01,0.0,0.0,0.0,0.0,33.0,23.0,0.0,9.0,0.0,0.0,20.0,0.0,5.0,12.0,0.0,16.0,0.0,19.0,AZ,,
2418,2008-07-01,8.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2419,2008-08-01,20.0,0.0,0.0,0.0,11.0,45.0,7.0,0.0,0.0,41.0,0.0,0.0,10.0,0.0,0.0,0.0,26.0,0.0,AZ,,
2420,2008-09-01,0.0,8.0,0.0,9.0,0.0,50.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,7.0,AZ,,
2421,2008-10-01,0.0,23.0,0.0,11.0,7.0,38.0,5.0,28.0,15.0,49.0,0.0,0.0,5.0,13.0,21.0,0.0,0.0,13.0,AZ,,
2422,2008-11-01,6.0,0.0,0.0,0.0,11.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,8.0,10.0,0.0,45.0,0.0,AZ,,
2423,2008-12-01,0.0,4.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,12.0,AZ,,
2424,2009-01-01,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,AZ,,
2425,2009-02-01,8.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,28.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,AZ,,
2426,2009-03-01,4.0,0.0,0.0,0.0,0.0,29.0,0.0,5.0,13.0,25.0,0.0,0.0,14.0,0.0,8.0,0.0,9.0,0.0,AZ,,
2427,2009-04-01,0.0,6.0,0.0,0.0,0.0,21.0,6.0,20.0,0.0,20.0,0.0,0.0,11.0,5.0,6.0,0.0,0.0,0.0,AZ,,
2428,2009-05-01,6.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,4.0,20.0,0.0,0.0,6.0,AZ,,
2429,2009-06-01,0.0,6.0,0.0,0.0,9.0,27.0,0.0,9.0,0.0,11.0,0.0,5.0,15.0,0.0,9.0,0.0,8.0,0.0,AZ,,
2430,2009-07-01,4.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,7.0,0.0,0.0,8.0,8.0,AZ,,
2431,2009-08-01,5.0,10.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,23.0,10.0,0.0,3.0,9.0,0.0,0.0,0.0,9.0,AZ,,
2432,2009-09-01,6.0,0.0,0.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,0.0,AZ,,
2433,2009-10-01,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,AZ,,
2434,2009-11-01,0.0,6.0,3.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,20.0,0.0,0.0,9.0,AZ,,
2435,2009-12-01,0.0,4.0,0.0,0.0,0.0,7.0,0.0,6.0,7.0,0.0,7.0,0.0,0.0,4.0,14.0,11.0,7.0,0.0,AZ,,
2436,2010-01-01,0.0,3.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,5.0,0.0,2.0,14.0,21.0,0.0,0.0,3.0,AZ,,
2437,2010-02-01,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,17.0,0.0,10.0,0.0,AZ,,
2438,2010-03-01,3.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,AZ,,
2439,2010-04-01,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,19.0,0.0,0.0,7.0,6.0,6.0,0.0,0.0,5.0,AZ,,
2440,2010-05-01,3.0,5.0,0.0,0.0,0.0,17.0,3.0,4.0,7.0,0.0,0.0,0.0,10.0,6.0,17.0,0.0,0.0,0.0,AZ,,
2441,2010-06-01,0.0,9.0,0.0,0.0,7.0,24.0,6.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,12.0,6.0,0.0,AZ,,
2442,2010-07-01,6.0,4.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,5.0,AZ,,
2443,2010-08-01,0.0,2.0,4.0,4.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,14.0,0.0,0.0,AZ,,
2444,2010-09-01,3.0,3.0,0.0,0.0,9.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,AZ,,
2445,2010-10-01,2.0,4.0,0.0,11.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,6.0,14.0,14.0,7.0,0.0,AZ,,
2446,2010-11-01,3.0,3.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,5.0,0.0,0.0,6.0,AZ,,
2447,2010-12-01,3.0,12.0,0.0,0.0,7.0,13.0,4.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,AZ,,
2448,2011-01-01,0.0,3.0,0.0,3.0,1.0,13.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,AZ,,
2449,2011-02-01,2.0,0.0,0.0,2.0,2.0,15.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,2.0,7.0,4.0,6.0,0.0,AZ,,
2450,2011-03-01,1.0,0.0,2.0,0.0,2.0,17.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,AZ,,
2451,2011-04-01,0.0,2.0,3.0,0.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,5.0,1.0,AZ,,
2452,2011-05-01,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,0.0,1.0,AZ,,
2453,2011-06-01,2.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,0.0,9.0,0.0,0.0,4.0,4.0,5.0,2.0,0.0,0.0,AZ,,
2454,2011-07-01,3.0,2.0,1.0,0.0,0.0,14.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,AZ,,
2455,2011-08-01,1.0,2.0,0.0,0.0,2.0,18.0,1.0,2.0,0.0,5.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,AZ,,
2456,2011-09-01,2.0,1.0,0.0,0.0,1.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,AZ,,
2457,2011-10-01,1.0,1.0,0.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,5.0,0.0,1.0,0.0,AZ,,
2458,2011-11-01,2.0,1.0,0.0,1.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,0.0,0.0,3.0,AZ,,
2459,2011-12-01,1.0,1.0,0.0,1.0,1.0,15.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,2.0,0.0,0.0,AZ,,
2460,2012-01-01,1.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,7.0,1.0,0.0,5.0,1.0,2.0,0.0,2.0,2.0,AZ,,
2461,2012-02-01,1.0,0.0,0.0,0.0,2.0,13.0,2.0,2.0,0.0,16.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,AZ,,
2462,2012-03-01,0.0,0.0,0.0,0.0,2.0,11.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,AZ,,
2463,2012-04-01,1.0,1.0,1.0,1.0,1.0,12.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,AZ,,
2464,2012-05-01,0.0,1.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,AZ,,
2465,2012-06-01,1.0,1.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,0.0,1.0,AZ,,
2466,2012-07-01,3.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,AZ,,
2467,2012-08-01,2.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,AZ,,
2468,2012-09-01,1.0,1.0,0.0,0.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,AZ,,
2469,2012-10-01,1.0,1.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,2.0,AZ,,
2470,2012-11-01,1.0,1.0,0.0,0.0,1.0,12.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,AZ,,
2471,2012-12-01,1.0,1.0,1.0,0.0,2.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,AZ,,
2472,2013-01-01,2.0,1.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,AZ,,
2473,2013-02-01,2.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2474,2013-03-01,1.0,0.0,2.0,0.0,1.0,17.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,AZ,,
2475,2013-04-01,3.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,AZ,,
2476,2013-05-01,2.0,1.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,AZ,,
2477,2013-06-01,3.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,AZ,,
2478,2013-07-01,1.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,AZ,,
2479,2013-08-01,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,AZ,,
2480,2013-09-01,2.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,1.0,AZ,,
2481,2013-10-01,1.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,2.0,AZ,,
2482,2013-11-01,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,AZ,,
2483,2013-12-01,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2484,2014-01-01,1.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,AZ,,
2485,2014-02-01,2.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,AZ,,
2486,2014-03-01,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,AZ,,
2487,2014-04-01,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,AZ,,
2488,2014-05-01,1.0,1.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,AZ,,
2489,2014-06-01,2.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,AZ,,
2490,2014-07-01,0.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,AZ,,
2491,2014-08-01,2.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,AZ,,
2492,2014-09-01,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,AZ,,
2493,2014-10-01,3.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,AZ,,
2494,2014-11-01,3.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,AZ,,
2495,2014-12-01,3.0,0.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,AZ,,
2496,2015-01-01,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,AZ,,
2497,2015-02-01,2.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,AZ,,
2498,2015-03-01,1.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,AZ,,
2499,2015-04-01,2.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,AZ,,
2500,2015-05-01,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,AZ,,
2501,2015-06-01,2.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,AZ,,
2502,2015-07-01,2.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,AZ,,
2503,2015-08-01,2.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,AZ,,
2504,2015-09-01,2.0,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,AZ,,
2505,2015-10-01,2.0,1.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,AZ,,
2506,2015-11-01,2.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,AZ,,
2507,2015-12-01,1.0,1.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,AZ,,
2508,2016-01-01,2.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,AZ,,
2509,2016-02-01,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2510,2016-03-01,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,AZ,,
2511,2016-04-01,2.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,AZ,,
2512,2016-05-01,1.0,0.0,0.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,AZ,,
2513,2016-06-01,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,AZ,,
2514,2016-07-01,1.0,1.0,0.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,AZ,,
2515,2016-08-01,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,AZ,,
2516,2016-09-01,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2517,2016-10-01,1.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,AZ,,
2518,2016-11-01,1.0,1.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2519,2016-12-01,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,AZ,,
2520,2017-01-01,2.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2521,2017-02-01,1.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,AZ,,
2522,2017-03-01,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,AZ,,
2523,2017-04-01,1.0,0.0,0.0,0.0,2.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,AZ,,
2524,2017-05-01,1.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,1.0,AZ,,
2525,2017-06-01,1.0,0.0,0.0,1.0,1.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,AZ,,
2526,2017-07-01,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,AZ,,
2527,2017-08-01,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,AZ,,
2528,2017-09-01,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,AZ,,
2529,2017-10-01,2.0,0.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,AZ,,
