,date,passport,Immigration,Travel Visa,Refugee,Conflict,War,Violence,Crisis,Militia,Genocide,Civilian,Currency,Lottery,Economy,Wage,Protest,Government,country,Armed Forces,Bureau de change,Coup dՎtat
1769,2008-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1770,2008-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1771,2008-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1772,2008-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1773,2008-10-01,,,,,,100.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1774,2008-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1775,2008-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1776,2009-01-01,,,,,,0.0,0.0,,,,,96.0,,,,0.0,93.0,MH,,,
1777,2009-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1778,2009-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1779,2009-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1780,2009-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1781,2009-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1782,2009-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1783,2009-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1784,2009-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1785,2009-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1786,2009-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1787,2009-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1788,2010-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,100.0,MH,,,
1789,2010-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1790,2010-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1791,2010-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,76.0,MH,,,
1792,2010-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1793,2010-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1794,2010-07-01,,,,,,0.0,0.0,,,,,100.0,,,,0.0,0.0,MH,,,
1795,2010-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1796,2010-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1797,2010-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1798,2010-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1799,2010-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1800,2011-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,2.0,MH,,,
1801,2011-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1802,2011-03-01,,,,,,0.0,3.0,,,,,3.0,,,,0.0,0.0,MH,,,
1803,2011-04-01,,,,,,0.0,0.0,,,,,2.0,,,,0.0,0.0,MH,,,
1804,2011-05-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1805,2011-06-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1806,2011-07-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1807,2011-08-01,,,,,,2.0,0.0,,,,,2.0,,,,0.0,1.0,MH,,,
1808,2011-09-01,,,,,,0.0,0.0,,,,,2.0,,,,3.0,0.0,MH,,,
1809,2011-10-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1810,2011-11-01,,,,,,0.0,2.0,,,,,1.0,,,,2.0,0.0,MH,,,
1811,2011-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1812,2012-01-01,,,,,,1.0,2.0,,,,,1.0,,,,0.0,2.0,MH,,,
1813,2012-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1814,2012-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1815,2012-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1816,2012-05-01,,,,,,0.0,2.0,,,,,2.0,,,,2.0,0.0,MH,,,
1817,2012-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1818,2012-07-01,,,,,,0.0,1.0,,,,,0.0,,,,3.0,4.0,MH,,,
1819,2012-08-01,,,,,,1.0,0.0,,,,,2.0,,,,0.0,0.0,MH,,,
1820,2012-09-01,,,,,,0.0,0.0,,,,,2.0,,,,0.0,0.0,MH,,,
1821,2012-10-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,1.0,MH,,,
1822,2012-11-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1823,2012-12-01,,,,,,0.0,1.0,,,,,0.0,,,,2.0,0.0,MH,,,
1824,2013-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1825,2013-02-01,,,,,,1.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1826,2013-03-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1827,2013-04-01,,,,,,1.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1828,2013-05-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1829,2013-06-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,1.0,MH,,,
1830,2013-07-01,,,,,,1.0,1.0,,,,,1.0,,,,0.0,0.0,MH,,,
1831,2013-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1832,2013-09-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1833,2013-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1834,2013-11-01,,,,,,1.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1835,2013-12-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1836,2014-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1837,2014-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1838,2014-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1839,2014-04-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1840,2014-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1841,2014-06-01,,,,,,0.0,0.0,,,,,0.0,,,,2.0,0.0,MH,,,
1842,2014-07-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1843,2014-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1844,2014-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1845,2014-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1846,2014-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1847,2014-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1848,2015-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1849,2015-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1850,2015-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1851,2015-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1852,2015-05-01,,,,,,0.0,0.0,,,,,0.0,,,,4.0,0.0,MH,,,
1853,2015-06-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1854,2015-07-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1855,2015-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1856,2015-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1857,2015-10-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1858,2015-11-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1859,2015-12-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,1.0,MH,,,
1860,2016-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1861,2016-02-01,,,,,,0.0,0.0,,,,,1.0,,,,1.0,0.0,MH,,,
1862,2016-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1863,2016-04-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,1.0,MH,,,
1864,2016-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1865,2016-06-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1866,2016-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1867,2016-08-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1868,2016-09-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1869,2016-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1870,2016-11-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1871,2016-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1872,2017-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1873,2017-02-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1874,2017-03-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1875,2017-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1876,2017-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1877,2017-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1878,2017-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1879,2017-08-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1880,2017-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1881,2017-10-01,,,,,,0.0,0.0,,,,,1.0,,,,1.0,0.0,MH,,,
1882,2017-11-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1883,2017-12-01,,,,,,0.0,0.0,,,,,0.0,,,,2.0,0.0,MH,,,
1884,2018-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1885,2018-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1886,2018-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1887,2018-04-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1888,2018-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1889,2018-06-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1890,2018-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1891,2018-08-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1892,2018-09-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1893,2018-10-01,,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,MH,,,
1894,2018-11-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1895,2018-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1896,2019-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1897,2019-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1898,2019-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1899,2019-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1900,2019-05-01,,,,,,1.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1901,2019-06-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1902,2019-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1903,2019-08-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1904,2019-09-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1905,2019-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1906,2019-11-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1907,2019-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1908,2020-01-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1909,2020-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1910,2020-03-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1911,2020-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1912,2020-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1913,2020-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1914,2020-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1915,2020-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1916,2020-09-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1917,2020-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1918,2020-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1919,2020-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1920,2021-01-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,MH,,,
1921,2021-02-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1922,2021-03-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1923,2021-04-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1924,2021-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1925,2021-06-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1926,2021-07-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1927,2021-08-01,,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,MH,,,
1928,2021-09-01,,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1929,2021-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1930,2021-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1931,2021-12-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1932,2022-01-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,2.0,MH,,,
1933,2022-02-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1934,2022-03-01,,,,,,1.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1935,2022-04-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,1.0,MH,,,
1936,2022-05-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1937,2022-06-01,,,,,,0.0,0.0,,,,,1.0,,,,0.0,1.0,MH,,,
1938,2022-07-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1939,2022-08-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1940,2022-09-01,,,,,,1.0,0.0,,,,,0.0,,,,1.0,0.0,MH,,,
1941,2022-10-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1942,2022-11-01,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,MH,,,
1943,2022-12-01,,,,,,0.0,1.0,,,,,0.0,,,,1.0,1.0,MH,,,
1944,2005-01-01,0.0,0.0,,,,0.0,0.0,,,0.0,,100.0,0.0,100.0,,0.0,65.0,MR,,,
1945,2005-02-01,0.0,0.0,,,,90.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1946,2005-03-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1947,2005-04-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,91.0,MR,,,
1948,2005-05-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1949,2005-06-01,0.0,0.0,,,,0.0,0.0,,,49.0,,0.0,0.0,0.0,,32.0,0.0,MR,,,
1950,2005-07-01,0.0,0.0,,,,0.0,0.0,,,74.0,,79.0,0.0,0.0,,0.0,0.0,MR,,,
1951,2005-08-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1952,2005-09-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,100.0,100.0,MR,,,
1953,2005-10-01,0.0,0.0,,,,100.0,0.0,,,100.0,,56.0,33.0,0.0,,0.0,0.0,MR,,,
1954,2005-11-01,100.0,0.0,,,,0.0,0.0,,,88.0,,36.0,100.0,23.0,,0.0,0.0,MR,,,
1955,2005-12-01,0.0,100.0,,,,0.0,0.0,,,70.0,,52.0,0.0,0.0,,0.0,0.0,MR,,,
1956,2006-01-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1957,2006-02-01,0.0,0.0,,,,0.0,0.0,,,89.0,,24.0,30.0,0.0,,0.0,0.0,MR,,,
1958,2006-03-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,34.0,0.0,MR,,,
1959,2006-04-01,42.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1960,2006-05-01,0.0,0.0,,,,0.0,0.0,,,31.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1961,2006-06-01,46.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,33.0,0.0,MR,,,
1962,2006-07-01,27.0,0.0,,,,13.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1963,2006-08-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,16.0,53.0,MR,,,
1964,2006-09-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1965,2006-10-01,0.0,82.0,,,,0.0,100.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1966,2006-11-01,0.0,0.0,,,,0.0,63.0,,,14.0,,0.0,28.0,0.0,,0.0,0.0,MR,,,
1967,2006-12-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,8.0,0.0,MR,,,
1968,2007-01-01,38.0,0.0,,,,0.0,0.0,,,0.0,,14.0,9.0,0.0,,0.0,0.0,MR,,,
1969,2007-02-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1970,2007-03-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1971,2007-04-01,0.0,0.0,,,,0.0,0.0,,,0.0,,12.0,0.0,0.0,,7.0,0.0,MR,,,
1972,2007-05-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,10.0,MR,,,
1973,2007-06-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,6.0,0.0,MR,,,
1974,2007-07-01,0.0,0.0,,,,6.0,0.0,,,9.0,,0.0,0.0,0.0,,0.0,17.0,MR,,,
1975,2007-08-01,0.0,0.0,,,,0.0,0.0,,,15.0,,0.0,0.0,4.0,,0.0,0.0,MR,,,
1976,2007-09-01,0.0,0.0,,,,0.0,0.0,,,34.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1977,2007-10-01,24.0,0.0,,,,0.0,0.0,,,0.0,,8.0,6.0,0.0,,8.0,22.0,MR,,,
1978,2007-11-01,0.0,0.0,,,,0.0,29.0,,,10.0,,5.0,0.0,0.0,,0.0,0.0,MR,,,
1979,2007-12-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1980,2008-01-01,0.0,0.0,,,,0.0,0.0,,,0.0,,7.0,0.0,0.0,,0.0,6.0,MR,,,
1981,2008-02-01,0.0,20.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1982,2008-03-01,0.0,0.0,,,,0.0,0.0,,,7.0,,0.0,4.0,0.0,,0.0,0.0,MR,,,
1983,2008-04-01,9.0,11.0,,,,0.0,0.0,,,0.0,,0.0,0.0,2.0,,0.0,0.0,MR,,,
1984,2008-05-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1985,2008-06-01,10.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,2.0,,0.0,22.0,MR,,,
1986,2008-07-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,3.0,0.0,,0.0,0.0,MR,,,
1987,2008-08-01,0.0,27.0,,,,0.0,32.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1988,2008-09-01,18.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,5.0,,0.0,0.0,MR,,,
1989,2008-10-01,0.0,0.0,,,,0.0,0.0,,,0.0,,6.0,0.0,0.0,,0.0,0.0,MR,,,
1990,2008-11-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,4.0,0.0,,0.0,0.0,MR,,,
1991,2008-12-01,0.0,0.0,,,,5.0,0.0,,,5.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1992,2009-01-01,7.0,0.0,,,,0.0,0.0,,,0.0,,5.0,0.0,0.0,,3.0,0.0,MR,,,
1993,2009-02-01,0.0,0.0,,,,0.0,0.0,,,0.0,,6.0,5.0,0.0,,0.0,0.0,MR,,,
1994,2009-03-01,0.0,9.0,,,,0.0,36.0,,,5.0,,4.0,0.0,0.0,,0.0,0.0,MR,,,
1995,2009-04-01,19.0,9.0,,,,7.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1996,2009-05-01,0.0,0.0,,,,5.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,13.0,MR,,,
1997,2009-06-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,3.0,,7.0,0.0,MR,,,
1998,2009-07-01,15.0,0.0,,,,3.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
1999,2009-08-01,22.0,0.0,,,,0.0,17.0,,,0.0,,6.0,0.0,4.0,,0.0,0.0,MR,,,
2000,2009-09-01,0.0,47.0,,,,0.0,27.0,,,11.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2001,2009-10-01,0.0,20.0,,,,0.0,0.0,,,14.0,,0.0,5.0,0.0,,0.0,0.0,MR,,,
2002,2009-11-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,4.0,0.0,,4.0,0.0,MR,,,
2003,2009-12-01,0.0,10.0,,,,2.0,0.0,,,0.0,,6.0,0.0,0.0,,0.0,7.0,MR,,,
2004,2010-01-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,2.0,0.0,MR,,,
2005,2010-02-01,0.0,0.0,,,,3.0,0.0,,,0.0,,0.0,0.0,2.0,,0.0,0.0,MR,,,
2006,2010-03-01,0.0,0.0,,,,4.0,0.0,,,0.0,,4.0,3.0,0.0,,0.0,0.0,MR,,,
2007,2010-04-01,0.0,0.0,,,,0.0,38.0,,,0.0,,6.0,0.0,0.0,,0.0,0.0,MR,,,
2008,2010-05-01,0.0,0.0,,,,0.0,35.0,,,0.0,,4.0,7.0,0.0,,6.0,4.0,MR,,,
2009,2010-06-01,6.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2010,2010-07-01,26.0,9.0,,,,0.0,0.0,,,0.0,,0.0,0.0,4.0,,0.0,0.0,MR,,,
2011,2010-08-01,0.0,0.0,,,,4.0,26.0,,,0.0,,0.0,3.0,0.0,,0.0,0.0,MR,,,
2012,2010-09-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,3.0,0.0,,0.0,6.0,MR,,,
2013,2010-10-01,0.0,18.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,4.0,MR,,,
2014,2010-11-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2015,2010-12-01,0.0,10.0,,,,0.0,0.0,,,5.0,,0.0,2.0,0.0,,6.0,0.0,MR,,,
2016,2011-01-01,0.0,3.0,,,,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2017,2011-02-01,0.0,0.0,,,,2.0,9.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2018,2011-03-01,2.0,9.0,,,,0.0,17.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2019,2011-04-01,0.0,0.0,,,,0.0,8.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2020,2011-05-01,7.0,0.0,,,,0.0,15.0,,,0.0,,0.0,0.0,1.0,,0.0,0.0,MR,,,
2021,2011-06-01,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,1.0,1.0,,0.0,0.0,MR,,,
2022,2011-07-01,0.0,5.0,,,,2.0,0.0,,,2.0,,0.0,3.0,0.0,,0.0,1.0,MR,,,
2023,2011-08-01,0.0,11.0,,,,2.0,0.0,,,2.0,,2.0,0.0,0.0,,0.0,0.0,MR,,,
2024,2011-09-01,0.0,5.0,,,,0.0,0.0,,,0.0,,0.0,0.0,2.0,,0.0,0.0,MR,,,
2025,2011-10-01,0.0,0.0,,,,0.0,0.0,,,0.0,,1.0,2.0,0.0,,0.0,0.0,MR,,,
2026,2011-11-01,0.0,3.0,,,,0.0,12.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2027,2011-12-01,0.0,0.0,,,,1.0,5.0,,,0.0,,0.0,0.0,0.0,,0.0,0.0,MR,,,
2028,2012-01-01,0.0,0.0,,,,1.0,0.0,,,0.0,,2.0,0.0,1.0,,0.0,0.0,MR,,,
2029,2012-02-01,0.0,0.0,,,,1.0,7.0,,,0.0,,0.0,0.0,0.0,,2.0,0.0,MR,,,
2030,2012-03-01,2.0,0.0,,,,0.0,9.0,,,1.0,,0.0,0.0,0.0,,0.0,1.0,MR,,,
